latency_us
3355.7919960003346
3460.5000109877437
3270.749992225319
3559.042001143098
3277.4159917607903
3378.416004125029
3250.083012972027
3539.874975103885
3436.8750057183206
3828.1249871943146
4085.1660014595836
3314.707981189713
3259.7499957773834
3623.7080057617277
3355.124994413927
3232.7919907402247
3335.4169863741845
3215.625009033829
3274.292015703395
3228.6659989040345
3357.167006470263
3240.750025724992
3491.5000142063946
3269.0829830244184
3867.958002956584
3349.2920047137886
3251.457994338125
3435.916005400941
3398.5829795710742
3459.5000033732504
3253.2500044908375
3324.0840130019933
3229.4999982696027
3368.042001966387
3214.0419934876263
3266.625019023195
3239.3340079579502
3302.7500030584633
3199.5409808587283
3325.8330076932907
3202.749998308718
3369.917016243562
3210.1660035550594
3342.9170143790543
3384.9589817691594
3575.8750163950026
3322.6249797735363
3545.2079901006073
3241.8330083601177
3675.915999338031
3797.041979851201
3728.0420074239373
3487.6660211011767
3920.9999958984554
3885.1659919600934
3866.2500155624
4429.874999914318
4443.250014446676
4360.541992355138
4016.499995486811
3323.3749854844064
3203.7500059232116
3281.249984866008
3266.25001616776
3239.5420130342245
3239.9159972555935
3244.4160024169832
3195.7920000422746
3273.999987868592
3236.2909987568855
3223.8330168183893
3202.1660008467734
3241.6670001111925
3194.916993379593
3271.3330001570284
3195.124998455867
3228.6250207107514
3232.7919907402247
3248.4160037711263
3205.167013220489
3231.415990740061
3218.6250027734786
3248.5419942531735
3223.707986762747
3321.0420224349946
3254.7500159125775
3221.9589920714498
3189.708979334682
3324.083983898163
3251.4160266146064
3274.1250179242343
3201.999992597848
3285.624989075586
3190.9590179566294
3277.500014519319
3191.249998053536
3244.0419890917838
3200.6250112317502
3220.3329901676625
3262.749989517033
3246.334003051743
3170.1249827165157
3245.375002734363
3193.957993062213
3249.875007895753
3200.7090048864484
3279.8750034999102
3292.0830126386136
3328.6250254604965
3226.0000007227063
3262.8329936414957
3232.999995816499
3245.6660119351
3190.1659967843443
3257.2500058449805
3193.9589825924486
3223.5840044450015
3237.8340256400406
3242.416016291827
3255.124989664182
3513.875009957701
3274.874994531274
3280.124976299703
3206.0000230558217
3277.8749882709235
3238.959005102515
3377.2080205380917
3227.5409903377295
3257.542004575953
3188.208007486537
3317.4999989569187
3391.9999841600657
3247.7919885423034
3297.374991234392
3191.7080050334334
3377.165994606912
3209.624992450699
3249.790985137224
3184.7089994698763
3317.7089935634285
3208.9589803945273
3428.8750030100346
3235.916985431686
3284.5000096131116
3199.667000444606
3389.6249951794744
3267.1250228304416
3266.9170177541673
3219.9999841395766
3390.208992641419
3224.5830225292593
3439.624997554347
3231.3330157194287
3571.4169789571315
3423.082991503179
3231.958020478487
3356.832981808111
3392.0840069185942
3453.207988059148
3642.9169995244592
3298.875002656132
4024.1250244434923
3253.790986491367
3762.4580145347863
3237.5419978052378
3790.6250217929482
3449.7920132707804
3451.9170003477484
3556.0409887693822
3273.7079891376197
3766.1659880541265
3287.2079755179584
3723.792004166171
3362.2090122662485
3380.3340047597885
3711.916971951723
3427.3749915882945
3605.2920040674508
3545.1249859761447
3447.208000579849
3479.083999991417
3456.8330156616867
3330.374980578199
3460.792009718716
3407.583979424089
3456.8749833852053
3286.1660001799464
3668.707999167964
3235.457988921553
3655.666980193928
3425.7920051459223
3392.7919866982847
3577.6659788098186
3287.290979642421
3470.875002676621
3225.0829972326756
3375.9170037228614
3255.9999963268638
3313.8330036308616
3220.4999879468232
3293.5839844867587
3217.1249913517386
3336.166002554819
3247.2919847350568
3385.583986528218
3195.3750003594905
3326.7500111833215
3227.6669808197767
3351.66699369438
3209.0829918161035
3300.6659941747785
3183.375025400892
3335.333021823317
3214.124997612089
3354.1670127306134
3239.6249880548567
3194.5829978212714
3333.4589970763773
3243.2499865535647
3390.7500037457794
3201.8329948186874
3271.624998888001
3207.5420022010803
3293.707995908335
3210.082999430597
3314.707981189713
3197.6670143194497
3323.2499845325947
3227.792010875419
3376.750013558194
3212.375013390556
3244.9589925818145
3236.207994632423
3288.0419748835266
3220.917016733438
3320.8329987246543
3189.833980286494
3360.08399608545
3227.832989068702
3244.541003368795
3223.7500126939267
3282.9580013640225
3201.58401154913
3286.5829998627305
3203.1660084612668
3324.416989926249
3237.0830012951046
3285.8329941518605
3250.5830167792737
3286.4170207176358
3203.125001164153
3306.79101170972
3207.8340009320527
3357.957990374416
3214.7919991984963
3332.5419935863465
